x,px_can,y,py_can,zeta,delta
-0.0014238250364546313,0.0012637284581291104,-0.0008706617379590858,-0.0002591732349343976,-7.534330701052097e-05,-0.0007408846520856091
-0.0013677927017829434,0.00064889280219304,0.000361058113054895,-0.0019528630630121899,0.002347409654378852,0.0009684969057519237
-0.0007593871804245066,0.0009021982742122518,-0.0004669531733205503,-6.068951873702798e-05,0.0007888443445192008,-0.0012566681331396764
0.0005758575143959287,0.0013989789947237194,0.0013222980607327857,-0.00029969851529910546,0.0009029193414250598,-0.0016215827341822058
-0.00015818926067687127,0.000449483932106675,-0.001343601072486395,-8.168759069683368e-05,0.0017247399323163303,0.00261815942636784
0.000777361343810768,0.0008286331955673406,-0.000958988313018011,-0.0012093882869743163,-0.0014122920134741184,0.0005415468299050528
0.0007519393955576868,-0.0006587603195674529,-0.001228674985645277,0.00025755776841287234,0.0003129029184347004,-0.0001308116902234399
0.0012699831204679329,-9.296245773328373e-05,-6.615088900166237e-05,-0.0011082144670930708,0.0001359568505505236,0.0013470777642972675
6.11440209760084e-05,7.091460028470934e-05,0.00043365453705286925,0.000277483659870901,0.0005302523866401211,0.0005367209691186955
0.000618350014800829,-0.0007950174561466702,0.0003000309462866171,-0.0016027015921637317,0.00026679882974339617,-0.0012616237817213792
-7.127080619178035e-05,0.00047404973025004537,-0.0004148537610713306,9.771650001494637e-05,-0.0016404178369858733,-0.0008572588238845005
0.0006882817881370419,-0.0011545295832450446,0.0006504523890909877,-0.0013883599526797446,-0.0009073824573718445,-0.0010954253073243774
7.145694940042956e-06,0.0005343599029557072,-0.0010658078466234504,-0.00018147274021444693,0.001621951798510875,-0.0003173919456610792
-0.0008158149668879265,0.0003865790173476019,-0.00022363892594857952,-0.0007016908087073603,-0.0017957131760562904,0.0008183256215203523
-0.0005710329017935902,7.855250625877609e-07,-0.0010636427168871747,0.0013017145000695741,0.0007478729421405463,0.0009808759091945428
-0.0001104186881258106,0.0004679185306336984,0.0008906071496948115,0.0010230093656399774,0.0003123833894163977,-6.19046856642053e-05
-0.00035947964729832036,-0.0007486439842988812,-0.000965478907474904,0.00036003465737991376,-0.00024455253226153605,-0.0019958566110829766
-0.00015524761683615522,0.001063830874667232,-0.0002751715673396374,-0.0018533359301507815,-0.0001243419278483314,0.0007849745223095677
0.000201998596747031,-0.00042807444279817635,0.0018482888956341396,0.0018999528926119894,-9.842503478028093e-05,0.0008134454397924208
0.0003924943885517861,0.0007814429004617206,0.0014532715173139613,0.0008201860453341152,8.770534456370666e-05,-0.0006535056482163788
-0.0008118868792778379,-2.5538172399663744e-05,0.0011581845431982978,0.0003005208697022348,5.305664610327219e-05,0.00025727152381254336
3.574286240286131e-05,0.0005472366858944854,-0.0011229615793719291,-0.0019752476678724065,-0.0004251500496273028,-0.001149073821019038
0.001615138054185667,-0.0001584768602278531,-0.0002528733453249261,-0.001538154034502331,0.0002820860328602141,-0.0006236121342785569
0.0011218222632388664,0.0008412210310146858,-0.0007758961005461539,0.0004107164401705207,-0.0027224161043317196,-0.0006733047987738846
0.001246221529161101,0.0007902080282018997,0.00017534088846317406,-2.9294601645347716e-05,-0.0014195142573515424,-0.0013599663240249163
0.00022341155858105106,0.0017617794317958786,-0.00217088984670659,0.0006284881710818028,0.0006011965260018283,0.0009507578580526358
-0.0008692466670412092,-0.0005290070709143675,4.56840955560058e-05,-0.0010275518112682733,-0.0012292892985419786,-0.0008833584719002474
-7.089346369471659e-05,0.0003740533508588625,-2.4593738361064865e-05,7.726065834448787e-05,-0.0006839132179822826,-0.0007208376678122494
0.0011206228150424109,-5.481416026812425e-05,-8.24137241779902e-05,0.0009359865007909188,0.001238537124961559,0.0012727955254673712
0.0004058922175136146,-5.032522141475025e-05,0.00028931753889400546,0.00017930567677828916,0.0013974805560965453,0.0002920467917406912
0.000638405674353092,-2.78877131482307e-05,0.0013710518498340016,-0.0020528076291125596,0.0003805090783924121,0.000755390669317458
-0.0011591258506012596,0.0021503101149605223,-0.00015027021861875137,-0.0001611642797660652,-0.0010794424752754797,0.0008779661844638975
0.00022446741387056884,-0.0005915934535048691,0.00022626280218566143,0.0006861825069927677,0.0012150046080596176,0.0002160594414215084
-0.0009648235572651652,-0.0005566078046545981,-0.0022983876401844834,-0.0007320821261044498,0.0007364691004441314,0.0004657167185098039
-0.00010787604879752731,-0.0003414362942057366,0.001584533793470381,0.00028224120617806813,0.0009095463907858575,0.00039507156613663165
-0.0006693765192360335,0.0015553689805858288,-0.0012381390312603113,-0.0011961734611212998,-0.0004291495058353073,-0.0007296598932433179
-0.0005574688991187301,-0.0005999530642622719,0.0009868272043916306,5.419467513069881e-05,0.00035190744273261656,-0.0015879695088078004
-0.0008469513493629065,0.0010845702624154839,-0.0012038266452453984,0.00117853089403006,-0.0010306658539867676,0.00029921832800463124
-0.0008462399711359872,0.000196620300469384,-0.0008996378247378555,-0.0002566054287243074,0.0016725477657523191,-0.00037526964620246097
0.0020367947804284855,-0.00045879339774744727,-0.0011757696594945186,7.50524988025546e-05,-0.0004089902150362683,0.001756531982972958
0.0008609230685889549,0.0011812739828055449,0.0006316701712585888,0.0024709971110767016,0.0007943025166472251,0.0005313528780883513
-0.0008293985972081676,-0.0009093038342550448,0.00018423593356884394,0.0009977381754488336,0.00111695904066617,-0.0009440005414502601
0.0005314067039673245,0.00019334599692989032,-0.0011182635832284737,0.0005118455817801992,-0.002270566289057873,0.0002631635459889856
0.002471313493673772,-0.0010198852016126243,1.875261496877628e-05,-0.0018942642236062688,-0.0007550016557819287,0.0007561977395834237
-0.001042462005800141,-3.4258142958278925e-05,-0.0003551682991253563,-0.0003784283679264714,0.0001906486884846215,0.0004843962939114371
0.0012302677544535274,0.0008329706228846139,-0.0005649417518483311,0.0014146960132546782,0.001248281217180286,-0.0015589480991668634
0.0006652325921965276,0.000825595171805689,0.0009663188326468511,0.0005471752988886776,-0.001297183264829064,-0.0002676343332020996
-0.0020702065564684098,-0.00015789255356057582,0.0020289426240766937,0.0006815708850036828,0.0008362035824966512,-0.0005134880466237681
