# species = electron
# charge_tot = 0.0
# s_position = 0.0
# time = 0.0
#! index x px y py z pz state
1 -1.4238250364546313e-03 1.2637284581291104e-03 -8.7066173795908577e-04 -2.5917323493439759e-04 -7.5343307010520969e-05 -7.4088465208560906e-04 Alive
2 -1.3677927017829434e-03 6.4889280219303995e-04 3.6105811305489502e-04 -1.9528630630121899e-03 2.3474096543788518e-03 9.6849690575192366e-04 Alive
3 -7.5938718042450665e-04 9.0219827421225175e-04 -4.6695317332055028e-04 -6.0689518737027977e-05 7.8884434451920084e-04 -1.2566681331396764e-03 Alive
4 5.7585751439592867e-04 1.3989789947237194e-03 1.3222980607327857e-03 -2.9969851529910546e-04 9.0291934142505985e-04 -1.6215827341822058e-03 Alive
5 -1.5818926067687127e-04 4.4948393210667503e-04 -1.3436010724863950e-03 -8.1687590696833683e-05 1.7247399323163303e-03 2.6181594263678400e-03 Alive
6 7.7736134381076801e-04 8.2863319556734059e-04 -9.5898831301801095e-04 -1.2093882869743163e-03 -1.4122920134741184e-03 5.4154682990505284e-04 Alive
7 7.5193939555768684e-04 -6.5876031956745289e-04 -1.2286749856452769e-03 2.5755776841287234e-04 3.1290291843470041e-04 -1.3081169022343989e-04 Alive
8 1.2699831204679329e-03 -9.2962457733283726e-05 -6.6150889001662374e-05 -1.1082144670930708e-03 1.3595685055052360e-04 1.3470777642972675e-03 Alive
9 6.1144020976008402e-05 7.0914600284709343e-05 4.3365453705286925e-04 2.7748365987090100e-04 5.3025238664012112e-04 5.3672096911869553e-04 Alive
10 6.1835001480082901e-04 -7.9501745614667021e-04 3.0003094628661711e-04 -1.6027015921637317e-03 2.6679882974339617e-04 -1.2616237817213792e-03 Alive
11 -7.1270806191780353e-05 4.7404973025004537e-04 -4.1485376107133060e-04 9.7716500014946369e-05 -1.6404178369858733e-03 -8.5725882388450051e-04 Alive
12 6.8828178813704185e-04 -1.1545295832450446e-03 6.5045238909098766e-04 -1.3883599526797446e-03 -9.0738245737184448e-04 -1.0954253073243774e-03 Alive
13 7.1456949400429563e-06 5.3435990295570715e-04 -1.0658078466234504e-03 -1.8147274021444693e-04 1.6219517985108750e-03 -3.1739194566107921e-04 Alive
14 -8.1581496688792649e-04 3.8657901734760188e-04 -2.2363892594857952e-04 -7.0169080870736034e-04 -1.7957131760562904e-03 8.1832562152035228e-04 Alive
15 -5.7103290179359018e-04 7.8552506258776093e-07 -1.0636427168871747e-03 1.3017145000695741e-03 7.4787294214054625e-04 9.8087590919454276e-04 Alive
16 -1.1041868812581060e-04 4.6791853063369839e-04 8.9060714969481153e-04 1.0230093656399774e-03 3.1238338941639768e-04 -6.1904685664205300e-05 Alive
17 -3.5947964729832036e-04 -7.4864398429888123e-04 -9.6547890747490401e-04 3.6003465737991376e-04 -2.4455253226153605e-04 -1.9958566110829766e-03 Alive
18 -1.5524761683615522e-04 1.0638308746672321e-03 -2.7517156733963740e-04 -1.8533359301507815e-03 -1.2434192784833140e-04 7.8497452230956769e-04 Alive
19 2.0199859674703099e-04 -4.2807444279817635e-04 1.8482888956341396e-03 1.8999528926119894e-03 -9.8425034780280930e-05 8.1344543979242079e-04 Alive
20 3.9249438855178608e-04 7.8144290046172063e-04 1.4532715173139613e-03 8.2018604533411524e-04 8.7705344563706656e-05 -6.5350564821637877e-04 Alive
21 -8.1188687927783788e-04 -2.5538172399663744e-05 1.1581845431982978e-03 3.0052086970223479e-04 5.3056646103272190e-05 2.5727152381254336e-04 Alive
22 3.5742862402861313e-05 5.4723668589448540e-04 -1.1229615793719291e-03 -1.9752476678724065e-03 -4.2515004962730282e-04 -1.1490738210190379e-03 Alive
23 1.6151380541856669e-03 -1.5847686022785309e-04 -2.5287334532492607e-04 -1.5381540345023310e-03 2.8208603286021408e-04 -6.2361213427855687e-04 Alive
24 1.1218222632388664e-03 8.4122103101468579e-04 -7.7589610054615385e-04 4.1071644017052068e-04 -2.7224161043317196e-03 -6.7330479877388460e-04 Alive
25 1.2462215291611011e-03 7.9020802820189973e-04 1.7534088846317406e-04 -2.9294601645347716e-05 -1.4195142573515424e-03 -1.3599663240249163e-03 Alive
26 2.2341155858105106e-04 1.7617794317958786e-03 -2.1708898467065899e-03 6.2848817108180277e-04 6.0119652600182827e-04 9.5075785805263577e-04 Alive
27 -8.6924666704120922e-04 -5.2900707091436754e-04 4.5684095556005801e-05 -1.0275518112682733e-03 -1.2292892985419786e-03 -8.8335847190024739e-04 Alive
28 -7.0893463694716589e-05 3.7405335085886248e-04 -2.4593738361064865e-05 7.7260658344487868e-05 -6.8391321798228258e-04 -7.2083766781224940e-04 Alive
29 1.1206228150424109e-03 -5.4814160268124253e-05 -8.2413724177990197e-05 9.3598650079091880e-04 1.2385371249615590e-03 1.2727955254673712e-03 Alive
30 4.0589221751361458e-04 -5.0325221414750253e-05 2.8931753889400546e-04 1.7930567677828916e-04 1.3974805560965453e-03 2.9204679174069120e-04 Alive
31 6.3840567435309201e-04 -2.7887713148230701e-05 1.3710518498340016e-03 -2.0528076291125596e-03 3.8050907839241209e-04 7.5539066931745800e-04 Alive
32 -1.1591258506012596e-03 2.1503101149605223e-03 -1.5027021861875137e-04 -1.6116427976606520e-04 -1.0794424752754797e-03 8.7796618446389749e-04 Alive
33 2.2446741387056884e-04 -5.9159345350486914e-04 2.2626280218566143e-04 6.8618250699276767e-04 1.2150046080596176e-03 2.1605944142150839e-04 Alive
34 -9.6482355726516518e-04 -5.5660780465459814e-04 -2.2983876401844834e-03 -7.3208212610444980e-04 7.3646910044413143e-04 4.6571671850980393e-04 Alive
35 -1.0787604879752731e-04 -3.4143629420573662e-04 1.5845337934703809e-03 2.8224120617806813e-04 9.0954639078585746e-04 3.9507156613663165e-04 Alive
36 -6.6937651923603347e-04 1.5553689805858288e-03 -1.2381390312603113e-03 -1.1961734611212998e-03 -4.2914950583530732e-04 -7.2965989324331787e-04 Alive
37 -5.5746889911873008e-04 -5.9995306426227190e-04 9.8682720439163059e-04 5.4194675130698813e-05 3.5190744273261656e-04 -1.5879695088078004e-03 Alive
38 -8.4695134936290653e-04 1.0845702624154839e-03 -1.2038266452453984e-03 1.1785308940300600e-03 -1.0306658539867676e-03 2.9921832800463124e-04 Alive
39 -8.4623997113598721e-04 1.9662030046938399e-04 -8.9963782473785549e-04 -2.5660542872430738e-04 1.6725477657523191e-03 -3.7526964620246097e-04 Alive
40 2.0367947804284855e-03 -4.5879339774744727e-04 -1.1757696594945186e-03 7.5052498802554598e-05 -4.0899021503626828e-04 1.7565319829729580e-03 Alive
41 8.6092306858895492e-04 1.1812739828055449e-03 6.3167017125858877e-04 2.4709971110767016e-03 7.9430251664722510e-04 5.3135287808835129e-04 Alive
42 -8.2939859720816765e-04 -9.0930383425504480e-04 1.8423593356884394e-04 9.9773817544883360e-04 1.1169590406661699e-03 -9.4400054145026013e-04 Alive
43 5.3140670396732454e-04 1.9334599692989032e-04 -1.1182635832284737e-03 5.1184558178019924e-04 -2.2705662890578730e-03 2.6316354598898559e-04 Alive
44 2.4713134936737722e-03 -1.0198852016126243e-03 1.8752614968776280e-05 -1.8942642236062688e-03 -7.5500165578192870e-04 7.5619773958342370e-04 Alive
45 -1.0424620058001410e-03 -3.4258142958278925e-05 -3.5516829912535632e-04 -3.7842836792647140e-04 1.9064868848462150e-04 4.8439629391143707e-04 Alive
46 1.2302677544535274e-03 8.3297062288461394e-04 -5.6494175184833111e-04 1.4146960132546782e-03 1.2482812171802861e-03 -1.5589480991668634e-03 Alive
47 6.6523259219652758e-04 8.2559517180568896e-04 9.6631883264685107e-04 5.4717529888867759e-04 -1.2971832648290640e-03 -2.6763433320209958e-04 Alive
48 -2.0702065564684098e-03 -1.5789255356057582e-04 2.0289426240766937e-03 6.8157088500368280e-04 8.3620358249665116e-04 -5.1348804662376809e-04 Alive
49 -1.0157366056598204e-03 -1.0702709004480073e-03 1.2391265760081327e-04 -8.0301588233803285e-04 -6.3763574680547532e-04 1.1444956396893489e-03 Alive
50 -1.6409019141405822e-03 -1.3140035805745006e-03 -5.1035250973149762e-04 -9.9860883937584027e-05 -1.2950676383170789e-04 -1.3967050586171635e-03 Alive
51 1.9380935092581369e-04 -1.2929272819807468e-04 3.5447909430242963e-04 -1.0828726365038424e-03 2.4493923476354742e-04 2.2082079091256143e-04 Alive
52 -6.6043248447090021e-04 -2.1853515070148269e-04 -5.5599901236799785e-04 1.3563810116765411e-03 -3.1196086260734056e-03 -1.4476716972638981e-03 Alive
